type_of_reference,primary_title,paper_type,doi,authors,year,abstract,dataset
JOUR,screening for low bone mass with quantitative ultrasonography in a community without dual-energy x-ray absorptiometry: population-based survey,QUS,10.1186/1471-2474-7-24,"['Yang, Nan-Ping', 'Jen, Ian', 'Chuang, Shao-Yuan', 'Chen, Shui-Hu', 'Chou, Pesus']",2006,"BACKGROUND: Dual-energy x-ray absorptiometry (DXA) is the criterion standard to identify low bone mineral density (BMD), but access to axial DXA may be limited or cost prohibitive. We screened for low bone mass with quantitative ultrasonography (QUS) in a community without DXA, analyzed its reliability and obtained reference values and estimated the prevalence of low QUS values., METHODS: We enrolled 6493 residents of Kinmen, Taiwan, and a reference group (96 men and 70 women aged 20-29 years) for this cross-sectional, community-based study. All participants completed a questionnaire and underwent ultrasonographic measurements. Reliability and validity of QUS measurements were evaluated. Broadband ultrasound attenuation (BUA) values were obtained and statistically analyzed by age, sex and weight. Annual loss of BUA was determined. Trends in the prevalence of QUS scores were evaluated., RESULTS: Two QUS were used and had a correlation coefficient of 0.90 (p < 0.001). Calcaneal BUA was significantly correlated with BMD in the femoral neck (r = 0.67, p < 0.001) and BMD of the total lumbar spine (r = 0.59, p < 0.001). BUAs in the reference group were 92.72 +/- 13.36 and 87.90 +/- 10.68 dB/MHz for men and women, respectively. Estimated annual losses of calcaneal BUA were 0.83% per year for women, 0.27% per year for men, and 0.51% per year for the total population. The prevalence of severely low QUS values (T-score = -2.5) tended to increase with aging in both sexes (p < 0.001). Across age strata, moderately low QUS values (-2.5 < T-score < -1.0) were 31.6-41.0% in men and 23.7-38.1% in women; a significant trend with age was observed in men (p < 0.001)., CONCLUSION: Age-related decreases in calcaneal ultrasonometry, which reflected the prevalence of low bone mass, were more obvious in women than in men.",ovid
JOUR,change in quantitative ultrasound-assessed speed of sound as a function of age in women and men and association with the use of antiresorptive agents: the canadian multicentr,QUS,,"['Olszynski, Wojciech P', 'Davison, K Shawn', 'Adachi, Jonathan D', 'Brown, Jacques P', 'Hanley, David A']",2020,,goog
CONF,classification of hip fragility fractures in older adults using an ultrasonic device,QUS,,"['Rojo, Francisca', 'Martinez, Ricardo', 'Martinez, Alejandro', 'Espinoza, Cristina', 'Cristi-Montero, Carlos', 'Garcia, Viviana', 'López, Pedro', 'Dinamarca-Montecinos, José Luis', 'Minonzio, Jean-Gabriel']",2023,,goog
JOUR,comparative study of dual energy x-ray absorptiometry and quantitative ultrasonography with the use of biochemical markers of bone turnover in boys with haemophilia,QUS,10.1111/j.1365-2516.2010.023,"['Christoforidis, A', 'Economou, M', 'Papadopoulou, E', 'Kazantzidou, E', 'Farmaki, E', 'Tzimouli, V', 'Tsatra, I', 'Gompakis, N', 'Athanassiou-Metaxa, M']",2011,"Our aim was to evaluate bone status in boys with haemophilia using dual energy X-ray absorptiometry (DXA) and quantitative ultraSonography (QUS), and in addition, to compare these two methods with the use of biochemical markers of bone turnover. Twenty-six boys with a mean decimal age of 12.08 +/- 4.44 years were included in the study which included a DXA scan at lumbar spine and radial, as well as tibial QUS. Serum levels of soluble receptor activator of nuclear factor kappaB ligand (sRANK-L), osteoprotegerin (OPG) and osteocalcin (OC) were measured and joint evaluation was performed using the Hemophilia Joint Health Score (HJHS). With regard to the study results, only 2 of 26 patients (7.7%) had bone mineral density (BMD) Z-scores < -2, and 4 patients (15.4%) had BMD Z-scores between -1 and -2. Only one patient had radial and other two had tibial QUS Z-scores < -2. No agreement was recorded between QUS and DXA in identifying patients at risk for osteoporosis (k = 0.275, P = 0.063). Haemophiliacs had significantly higher serum levels of sRANK-L (21.04 +/- 4.78 vs. 18.58 +/- 2.28 ng mL(-1), P = 0.038) and of OC (5.35 +/- 2.29 vs. 3.09 +/- 0.61 ng mL(-1), P = 0.002) and significantly decreased levels of OPG (15.78 +/- 2.53 vs. 23.79 +/- 4.39 pg mL(-1), P < 0.001) compared with controls. QUS Z-scores at tibia significantly correlated with HJH Scores (r = -0.450, P = 0.040), whereas lumbar BMD Z-scores significantly correlated with body mass index Z-scores (r = 0.500, P = 0.009). More studies are warranted to identify the most accurate densitometric method for assessing bone status in haemophiliacs. Copyright © 2010 Blackwell Publishing Ltd.",ovid
JOUR,a brief review of the literature for published dual-energy x-ray absorptiometry protocols for athletes,Review,10.1177/19417381231208204,"['Dallman, Johnathan', 'Herda, Ashley', 'Cleary, Christopher J', 'Morey, Tucker', 'Diederich, Andrew', 'Vopat, Bryan G', 'Vopat, Lisa M']",2024,"CONTEXT: Dual-energy x-ray absorptiometry (DXA) is widely known for its utility in diagnosing a patient with osteopenia or osteoporosis; however, its utility in evaluation of body composition and potential athletic performance was previously routinely overlooked. In recent years, athletic programs have begun employing this equipment during athlete screening. However, it is currently unknown how athletic programs are utilizing this information to guide an athlete's training and health., OBJECTIVE: To explore the literature to identify what is known regarding sports performance and athlete health based on body composition recordings., DATA SOURCES: PubMed and Google Scholar databases were searched for this brief review., STUDY SELECTION: A focus was placed on articles within the past 10 years that discussed DXA protocols within athletic populations; 14 articles were included in this brief literature review., STUDY DESIGN: Brief literature review., LEVEL OF EVIDENCE: Level 5., DATA EXTRACTION: One member of the research team searched the literature and retrieved articles with the purpose of analyzing and/or explaining DXA imaging in body composition analysis of active persons (primarily athletes)., RESULTS: Quality assurance scans with a phantom calibration block as well as athlete prescreening condition and activity standardization was routinely recommended. However, only 1 study reported a specific DXA protocol for athletes, and only 1 study described guidelines for how to report DXA results in athletic populations, suggesting it is plausible yet difficult due to the small changes detectable., CONCLUSION: Due to the limited literature as well as a lack of reference values for specific athletic populations, the authors of this review recommend using the current Nana et al (Int J Sport Nutr Exerc Metab 2015;25:198-215) DXA protocol for performing DXA scans in the athletic population as well as current Hind et al (J Clin Densitom 2018;21:429-443) guidelines for distributing the information.",ovid
JOUR,a systematic review on the correlation between skeletal and jawbone mineral density in osteoporotic subjects,Review,10.1111/clr.12597,"['Calciolari, Elena', 'Donos, Nikolaos', 'Park, Jung-Chul', 'Petrie, Aviva', 'Mardas, Nikos']",2016,"OBJECTIVES: The aim of this systematic review was to assess whether the systemic skeletal reduction of bone mineral density (BMD) that characterizes osteoporotic subjects is also associated with a reduction of BMD in the jawbones., MATERIAL AND METHODS: Two reviewers searched independently and in duplicate three databases up to May 2014 and assessed the risk of bias using a tailored version of the Newcastle-Ottawa scale (NOS). Only papers reporting either Pearson's correlation coefficient or Spearman's rank correlation coefficient between skeletal and jawbone mineral density in more than five osteoporotic subjects were selected., RESULTS: From 1763 citations, 64 full-text papers were screened and five papers that met the inclusion criteria were included in the final analysis. None of the included studies complied with all NOS criteria, and as only two studies were eligible for meta-analysis, this was not performed., CONCLUSIONS: Only limited conclusions can be drawn from this systematic review, due to the small number of studies included, their heterogeneity, and their high risk of bias. Future studies that take into consideration both upper and lower jaws, that use the same technique to measure skeletal and jaw BMD (ideally dual-energy X-ray absorptiometry, DXA), and that account for confounding variables (such as medications/diseases affecting bone metabolism and demographics) are needed to provide more robust conclusions. Copyright © 2015 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd.",ovid
JOUR,advanced prediction of recurrent fragility fractures using large language models,review,,"['Alshraideh, Mohammad', 'Al-Dhaqm, Arafat', 'Alshammari, Ahmad', 'Alshraideh, Abedalrahman', 'Alshraideh, Bahaaldeen', 'Alfayoumi, Bayan', 'Nasser, Maged']",2025,,goog
JOUR,advancement in the treatment of osteoporosis and the effects on bone healing,review,,"['Kushchayeva, Yevgeniya', 'Pestun, Iryna', 'Kushchayev, Sergiy', 'Radzikhovska, Nataliia', 'Lewiecki, E Michael']",2022,,goog
JOUR,advances in clinical application of bone mineral density and bone turnover markers,review,,"['Li, Junyan', 'Yuan, Niuniu', 'Wang, Huizhen', 'Qingzhong, Wang']",2022,,goog
JOUR,advances in imaging examination of bone density and bone quality,review,,"['Li, Junyan', 'She, BiYan', 'He, MingLi', 'Yuan, Chuyue', 'Li, Na']",2025,,goog
JOUR,advances in the management of osteoporosis,review,,"['Hoong, Caroline Wei Shan', 'Saul, Dominik', 'Khosla, Sundeep', 'Sfeir, Jad G']",2025,,goog
CONF,advancing imminent fracture risk prediction: integrating machine learning with enhanced feature engineering,review,,"['Maghsoudimehrabani, Mohammad', 'Sykes, Edward R']",2025,,goog
JOUR,approach to premenopausal osteoporosis,review,10.1097/MED.0000000000000938,"['Agarwal, Khushboo', 'Nagendra, Lakshmi', 'Bhattacharya, Saptarshi']",2025,"PURPOSE OF REVIEW: Premenopausal osteoporosis, characterized by low bone mass and fractures, is rare but poses long-term skeletal risks. Unlike postmenopausal osteoporosis, it often stems from inadequate peak bone mass accrual or secondary causes such as systemic diseases, medications, or lifestyle factors. This review explores contemporary approaches to defining, diagnosing, and treating low bone mass and osteoporosis in premenopausal women., RECENT FINDINGS: Prevalence varies according to ethnicity and is further influenced by the diagnostic criteria, with higher risks in Caucasian and Asian women. Key determinants of peak bone mass achieved by the late 20 s include genetics (60-80% of variability), nutrition (calcium, vitamin D, and protein), lifestyle (exercise, smoking, and alcohol), and occupational exposures (e.g., heavy metals and sedentary work). Pregnancy and lactation-associated osteoporosis also cause transient bone loss, particularly in high-risk individuals. Bone mineral density by dual-energy X-ray absorptiometry is the gold standard for diagnosis despite of certain limitations. Additionally, emerging technologies like radiofrequency echographic multi spectrometry show promise. Management focuses on optimizing bone health through adequate nutrition, weight-bearing exercises, and addressing secondary causes, when present like rheumatoid arthritis, long-term glucocorticoid use, hypogonadism, etc. Pharmacological options such as bisphosphonates and teriparatide can be considered in high-risk cases, but evidence on their safety and efficacy in premenopausal women is limited, and concerns about teratogenicity remain., SUMMARY: Early identification and intervention are critical to reduce fracture risk, emphasizing the need for better diagnostic tools and individualized treatment strategies. Copyright © 2025 Wolters Kluwer Health, Inc. All rights reserved.",ovid
JOUR,assessment of bone health in pregnancy,review,,"['Degennaro, Valentina Anna', 'Brandi, Maria Luisa', 'Cagninelli, Greta', 'Casciaro, Sergio', 'Celora, Gabriella Maria', 'Conversano, Francesco', 'Lombardi, Fiorella A', 'Pisani, Paola', 'Ghi, Tullio']",2024,,goog
JOUR,barriers and solutions for global access to osteoporosis management: a position paper from the international osteoporosis foundation,review,,"['Harvey, Nicholas C', 'Al-Daghri, Nasser', 'Beaudart, Charlotte', 'Brandi, Maria Luisa', 'Burlet, Nansa', 'Campusano, Claudia', 'Cavalier, Etienne', 'Chandran, Manju', 'Cooper, Cyrus', 'Dawson-Hughes, Bess']",2025,,goog
JOUR,body composition by dxa: tried and true?,review,,"['Kohrt, W M']",1995,"Dual-energy x-ray absorptiometry (DXA) is unquestionably the method of choice for the assessment of bone mass. Recent generations of DXA instruments also have the capability of assessing soft tissue mass, thereby providing a three-compartment model of body composition, i.e., bone mineral, fat, and bone-free lean masses. Although hydrodensitometry has long been considered the reference method of assessing body composition, assumptions regarding the constancy of the constituents of fat-free mass may compromise its validity in some populations. Because DXA appears to be less dependent on assumptions regarding biological consistency, it is possible that it has the potential to provide a more accurate assessment of body composition across populations than does hydrodensitometry, and that it should be considered the reference method. DXA has been shown to provide precise measures of body composition, but it remains questionable as to whether those measures are accurate. Contributing to the uncertainty regarding validity is the variability among manufacturers of DXA instruments in the methods of calibration, data acquisition, and data analysis. Although DXA holds great promise in becoming the criterion method of assessing body composition, and has been promoted as such by some investigators, available data indicate that this endorsement is premature.",ovid
JOUR,bone fracture in rett syndrome: mechanisms and prevention strategies,review,,"['Caffarelli, Carla', 'Al Refaie, Antonella', 'Mondillo, Caterina', 'De Vita, Michela', 'Baldassini, Leonardo', 'Valacchi, Giuseppe', 'Gonnelli, Stefano']",2023,,goog
JOUR,bone health for gynaecologists,review,,"['Yordanov, Angel', 'Vasileva-Slaveva, Mariela', 'Tsoneva, Eva', 'Kostov, Stoyan', 'Yanachkova, Vesselina']",2025,,goog
,bone quality in endocrine diseases: determinants and clinical relevance,review,10.1007/s40618-023-02056-w,"Cianferotti L, Cipriani C, Corbetta S, Corona G, Defeudis G, Lania AG, Messina C, Napoli N, Mazziotti G.",2023,,pubm
JOUR,challenges and opportunities for quality densitometry in latin america,review,,"['Maeda, Sergio Setsuo', 'LLibre, Ramiro Da Silva', 'Arantes, Henrique Pierotti', 'de Souza, Guilherme Cardenaz', 'Molina, Francisco Fidencio Cons', 'Wiluzanski, Diana', 'Taborda, Jorge Antonio Cedeño', 'Montaño, Claudi",2021,,goog
,challenges in assessing bone health in early infancy: a narrative review of existing technologies,review,10.3389/fendo.2025.1651094,"Pepe G, Morabito LA, Corica D, Aversa T, Beretta V, Scarpa E, Petrolini C, Dall'Asta A, Grassi F, Shulhai AM, Papini AM, Albertini MC, Carloni S, Benedetti S, Maglietta G, Puntoni M, Caminiti C, Ghi T, Street ME, Perrone S, W",2025,,pubm
JOUR,clinical devices for bone assessment,review,,"['Raum, Kay', 'Laugier, Pascal']",2022,,goog
JOUR,clinical review: clinical applications of vertebral fracture assessment by dual-energy x-ray absorptiometry,review,10.1210/jc.2006-1178,"['Lewiecki, E Michael', 'Laster, Andrew J']",2006,"CONTEXT: Vertebral fracture (VF) is the most common type of fragility fracture, yet most VFs are not clinically apparent. VFs are associated with a significant increase in morbidity, mortality, and risk of future fracture. Many patients with VFs do not have T-scores classified as osteoporosis. Knowledge of VFs may change diagnostic classification, estimation of future fracture risk, and clinical management. VF assessment (VFA) by dual-energy x-ray absorptiometry is a method for imaging the spine to diagnose VFs., EVIDENCE ACQUISITION: Background information and medical evidence on the technology and clinical applications of VFA was acquired by electronic searching of PubMed for appropriate terms that included vertebral fracture, imaging, diagnosis, dual-energy x-ray absorptiometry, and cost effectiveness. Matches with the highest levels of medical evidence were selected for review, recognizing that the new and evolving nature of the field required inclusion of some material that relied partly on expert opinion., EVIDENCE SYNTHESIS: The sensitivity and specificity of VFA compare favorably with spine radiographs in the ability to diagnose grade 2 and 3 VFs. VFA involves less radiation, lower cost, and often greater patient convenience than spine radiography. Cost effectiveness modeling suggests that imaging of the spine in selected patients provides essential diagnostic and therapeutic information at a nominal cost. Patients with T-scores that are classified as low bone mass (osteopenia) who are selected for pharmacological therapy based on the presence of a VF benefit by reduction in fracture risk. Guidelines for the clinical application of VFA have been developed by the International Society for Clinical Densitometry., CONCLUSIONS: VFA is a technology for diagnosing VFs that may alter diagnostic classification, improve fracture risk stratification, and identify patients likely to benefit from pharmacological therapy who otherwise might not be treated.",ovid
JOUR,comparative diagnostic performance of dual-energy x-ray absorptiometry and other radiological modalities in osteoporosis detection: a systematic review,review,10.1016/j.jocd.2025.101637,"['Wali, Muwaffaq F.', 'Hariri, Osama Adnan', 'Alotiabi, Rasha E.', 'Waked, Badr K', 'Almudayni, Najla M.', 'Khashab, Faisal M.', 'Alshahrani, Batool A.', 'Aljaaly, Khalid M.', 'Alzahrani, Abdulrahman O.', 'Wally, Siraj Fahad']",2025,"A serious worldwide health issue, osteoporosis is characterized by weakened bones and a higher risk of fracture. Though alternative imaging modalities like quantitative ultrasound (QUS), radiographic absorptiometry (RA), quantitative computed tomography (QCT), and radiofrequency echographic multispectrometry (REMS) have emerged as viable diagnostic or screening tools, dual-energy X-ray absorptiometry (DEXA) is still the gold standard for measuring bone mineral density (BMD). The purpose of this systematic review was to evaluate the clinical usefulness, diagnostic accuracy, and dependability of different radiographic modalities for osteoporosis detection. In order to find papers published between 2001 and 2023 comparing DEXA with other radiographic modalities for osteoporosis diagnosis, a thorough search of the PubMed, Scopus, and ScienceDirect databases was undertaken. There were ten studies that qualified. Study design, demographic characteristics, imaging methods, diagnostic thresholds, and performance metrics (sensitivity, specificity, and correlation coefficients) were among the data that were extracted. Across studies, DEXA consistently demonstrated high precision and strong correlation with fracture risk, confirming its role as the reference standard. QUS showed moderate agreement with DEXA, supporting its use as a screening tool but not for diagnostic confirmation. RA provided good reproducibility but lower sensitivity compared with DEXA. QCT exhibited superior sensitivity (up to 91%) and early trabecular bone detection but was limited by higher cost and radiation exposure. Emerging evidence for REMS demonstrated strong correlation with DEXA (r?=?0.85–0.90), comparable diagnostic accuracy, and the advantage of being radiation-free and portable. DEXA remains the gold standard for osteoporosis diagnosis; however, QCT and REMS show promising diagnostic accuracy and may complement DEXA for early detection and longitudinal monitoring. QUS and RA can serve as cost-effective screening tools, particularly in settings where DEXA is unavailable. Further large-scale, prospective studies with standardized diagnostic thresholds are needed to validate these findings an",Scie
JOUR,"concepts in the care of patients with osteoporosis, parathyroid disorders, and rare bone diseases",review,,"['Lewiecki, E Michael', 'Adler, Robert A', 'Anderson, Paul A', 'Bilezikian, John P', 'Dempster, David W', 'Fazeli, Pouneh K', 'McClung, Michael R', 'Rush, Eric T', 'Swanson, Christine M', 'Tanner, S Bobo']",2025,,goog
CHAP,conservative treatment of degenerative lumbar scoliosis,review,,"['Ng, Shu Yan']",2019,,goog
JOUR,current and future perspectives on pregnancy and lactation-associated osteoporosis,review,,"['Gak, Nataliya', 'Abbara, Ali', 'Dhillo, Waljit S', 'Keen, Richard', 'Comninos, Alexander N']",2024,,goog
JOUR,current applications and development of radiomics in osteoporosis: a narrative review,review,,"['Liu, Shuyu', 'Gong, He', 'Shi, Peipei', 'Li, Chenchen', 'Zhang, Qi', 'Zhang, Jinming']",2025,,goog
JOUR,current applications and selected technical details of dual-energy x-ray absorptiometry,review,10.12659/MSM.930839,"['Sawicki, Piotr', 'Talalaj, Marek', 'Zycinska, Katarzyna', 'Zgliczynski, Wojciech S', 'Wierzba, Waldemar']",2021,"The application of dual-energy X-ray absorptiometry (DXA) examinations in the assessment of bone mineral density (BMD) in the lumbar spine, hip, and forearm is the basic diagnostic method for recognition of osteoporosis. The constant development of DXA technique is due to the aging of societies and the increasing importance of osteoporosis as a public health problem. In order to assess the degree of bone demineralization in patients with hyperparathyroidism, forearm DXA examination is recommended. The vertebral fracture assessment (VFA) of the thoracic and lumbar spine, performed by a highly-skilled technician, is an interesting alternative to the X-ray examination. The DXA total body examination can be useful in the evaluation of fat redistribution among patients after bariatric surgery, in patients infected with HIV and receiving antiretroviral therapy, and in patients with metabolic diseases and suspected to have sarcopenia. The assessment of visceral adipose tissue (VAT) and detection of abdominal aortic calcifications may be useful in the prediction of cardiovascular events. The positive effect of anti-resorptive therapy may affect some parameters of DXA hip structure analysis (HSA). Long-term anti-resorptive therapy, especially with the use of bisphosphonates, may result in changes in the DXA image, which may herald atypical femur fractures (AFF). Reduction of the periprosthetic BMD in the DXA measurements can be used to estimate the likelihood of loosening the prosthesis and periprosthetic fractures. The present review aims to present current applications and selected technical details of DXA.",ovid
JOUR,"current concepts in the care of patients with osteoporosis, parathyroid disorders, and rare bone diseases",review,,"['Lewiecki, E Michael', 'Adler, Robert A', 'Anderson, Paul A', 'Bilezikian, John P', 'Dempster, David W', 'Fazeli, Pouneh K', 'McClung, Michael R', 'Rush, Eric T', 'Swanson, Christine M', 'Tanner, S Bobo']",,,goog
JOUR,curved beam model of the proximal femur for estimating stress using dual-energy x-ray absorptiometry derived structural geometry,review,10.1002/jor.1100140319,"['Mourtada, F A', 'Beck, T J', 'Hauser, D L', 'Ruff, C B', 'Bao, G']",1996,"The investigation of individual differences in hip strength requires a method to measure structural geometry in vivo and a valid analytical approach to calculate mechanical stress. We developed a method for deriving structural geometry of the femur from the proximal shaft through the femoral neck, using data from dual energy X-ray absorptiometry. The geometric properties are employed in a two-dimensional curved beam model of the proximal femur to estimate stresses on the lateral and medial bone surfaces. Stresses calculated by this method are compared with those from the conventional flexure formula and with results produced from a cadaver femur with use of three-dimensional finite element analysis of computed tomography data. Loading conditions simulating a one-legged stance and a fall on the greater trochanter are employed. Stresses calculated by curved beam theory are in much better agreement with three-dimensional finite element analysis than are those for which the conventional straight beam formula was used. In simulation of a fall on the greater trochanter, all three methods show peaks of stress at the femoral neck but only the curved beam and finite element analysis methods show an additional peak at the medial intertrochanteric margin. Both neck and trochanter regions correspond to common failure sites for hip fractures in the elderly. The curved beam treatment of hip structure derived from dual-energy X-ray absorptiometry provides an approach for the in vivo engineering analysis of hip structure that is not practical by other methods.",ovid
JOUR,degenerative lumbar scoliosis,review,,"['Ng, Shu Yan']",2021,,goog
JOUR,diagnosis and therapeutic approach to bone health in patients with hypopituitarism,review,"""""","['Kuliczkowska-P?aksej, Justyna', 'Zdrojowy-We?na, Aleksandra', 'Jawiarczyk-Przyby?owska, Aleksandra', 'Gojny, ?ukasz', 'Bolanowski, Marek']",2024,,goog
JOUR,"diagnostic, treatment, and follow-up of osteoporosis—position statement of the latin american federation of endocrinology",review,,"['Gómez, O', 'Talero, AP', 'Zanchetta, MB', 'Madeira, M', 'Moreira, CA', 'Campusano, C', 'Orjuela, AM', 'Cerdas P, S', 'de la Peña-Rodríguez, MP', 'Reza, AA']",2021,,goog
,imaging in osteogenesis imperfecta: where we are and where we are going,review,10.1016/j.ejmg.2024.104926,"Gazzotti S, Sassi R, Aparisi Gómez MP, Moroni A, Brizola E, Miceli M, Bazzocchi A.",2024,,pubm
CONF,imaging of metabolic bone diseases,review,,"['Bazzocchi, Alberto', 'Guglielmi, Giuseppe']",2024,,goog
,"imaging of metabolic bone diseases: the spine view, part i",review,10.1055/s-0042-1754340,"Bazzocchi A, Isaac A, Dalili D, Fotiadou A, Kariki EP, Kirschke JS, Krestan CR, Messina C, Oei EHG, Phan CM, Prakash M, Sabir N, Tagliafico A, Aparisi F, Baum T, Link TM, Guglielmi G, Aparisi Gómez MP.",2022,,pubm
CHAP,imaging of musculoskeletal metabolic diseases,review,,"['Gazzotti, Silvia', 'Sassi, Rebecca', 'Guglielmi, Riccardo', 'Aparisi Gómez, Maria Pilar', 'Bazzocchi, Alberto']",2025,,goog
JOUR,improving dxa quality by avoiding common technical and diagnostic pitfalls: part 1,review,10.2967/jnmt.122.264885,"['Banks, Kevin P', 'Farrell, Mary Beth', 'Gunther, Rutger S', 'McWhorter, Nathan E', 'Byerly, Doug W', 'Peacock, Justin G']",2023,"Dual-energy x-ray absorptiometry (DXA) is an accurate means to assess bone mineral density, determine the risk of a fragility fracture, and monitor response to therapy. Despite its seemingly straightforward nature-the review of 2-to-3 nondiagnostic images and a few automatically generated numbers-the proper performance and interpretation of DXA can often be complex. It is complex because it is highly dependent on many factors, such as image acquisition, processing, analysis, and subsequent examination interpretation. Each step is subject to potential errors, artifacts, and diagnostic pitfalls; hence, meticulous attention must be paid to the technique by both the technologist and the interpreting physician to provide high-quality results and, in turn, maximize the examination's clinical utility. This article is part 1 of a 2-part series. Part 1 will begin with a review of bone physiology and osteoporosis etiology, followed by a discussion of the principles underlying DXA and the technical procedure. Part 2 will focus on DXA interpretation and discuss scanning pitfalls and clues to recognizing issues and improving scan quality. Copyright © 2023 by the Society of Nuclear Medicine and Molecular Imaging.",ovid
CONF,improving early detection of osteoporosis by bone densitometry functionalities using convolutional neural network–the systematic future for para athletes,review,,"['Duraivelu, Vivek', 'Pradanya, Dakarapu Keerthi', 'Sri, Ailineni Veda', 'Vegesna, Abhinav Varma', 'Ram, Boya Sai']",2023,,goog
JOUR,influence of bone density on stability in tbw,review,,"['Bischoff, Fabian R', 'Tille, Eric', 'Beyer, Franziska', 'Bota, Olimpiu', 'Biewener, Achim', 'Nowotny, Jörg']",2023,,goog
JOUR,literature review of radiofrequency echographic multi-spectrometry (rems) in the diagnosis of osteoporosis and bone fragility,review,,"['Badea, Ionut-Andrei', 'Bojinca, Mihai', 'Milicescu, Mihaela', 'Vutcanu, Oana', 'Ilina, Andreea-Ruxandra']",2022,,goog
CHAP,metabolic and endocrine disorders,review,,"['Aparisi Gómez, Maria Pilar', 'Vasilevska Nikodinovska, Violeta', 'Phan, Catherine M', 'Petrera, Miriana Rosaria', 'Sabir, Nuran', 'Bazzocchi, Alberto']",2024,,goog
JOUR,"navigating osteoporosis: epidemiology, risk factors, and the future of diagnosis and therapy",review,,"['P¹, Keerthanashree RN', 'Sukumaran, Evelyn Sharon']",,,goog
GEN,orthopedic surgical planning system with automated bone density measurement,review,,"['Bianco, Peter T', 'Jacobs, Joshua', 'De Schepper, Jo', 'Kakar, Sanjeev']",,,goog
JOUR,osteoporosis and bone fragility in children: diagnostic and treatment strategies,review,,"['Cannalire, Giuseppe', 'Biasucci, Giacomo', 'Bertolini, Lorenzo', 'Patianna, Viviana', 'Petraroli, Maddalena', 'Pilloni, Simone', 'Esposito, Susanna', 'Street, Maria Elisabeth']",2024,,goog
JOUR,"osteoporosis and gut microbiota, radiofrequency echographic multispectrometry and machine learning: one year in review 2023",review,,"['Maffi, Michele', 'De Mattia, Giammarco', 'Mazzantini, Maurizio']",2023,,goog
JOUR,osteoporosis and rheumatoid arthritis: mechanisms underlying osteoclast differentiation and activation or factors associated with hip fractures,review,,"['Miyamoto, Takeshi']",2025,,goog
JOUR,osteoporosis in 10 years time: a glimpse into the future of osteoporosis,review,,"['Adami, Giovanni', 'Fassio, Angelo', 'Gatti, Davide', 'Viapiana, Ombretta', 'Benini, Camilla', 'Danila, Maria I', 'Saag, Kenneth G', 'Rossini, Maurizio']",2022,,goog
JOUR,osteoporosis in axial radiographic spondyloarthritis: diagnostic limitations of bone mineral density and the need for comprehensive fracture risk assessment,review,,"['?uchowski, Pawe?', 'Dura, Marta', 'Jeka, Daniel', 'Wojciechowski, Rafa?', 'Bierwagen, Maciej', 'Ku?akowski, Micha?']",2024,,goog
CHAP,osteoporosis in females,review,,"['Keen, Mansoor U', 'Barnett, Maxim J', 'Anastasopoulou, Catherine']",2025,,goog
JOUR,osteoporosis in older men: informing patient management and improving health-related outcomes,review,,"['Ruggiero, Carmelinda', 'Caffarelli, Carla', 'Calsolaro, Valeria', 'Tafaro, Laura', 'Riuzzi, Francesca', 'Bubba, Valentina', 'Napoli, Nicola', 'Ferracci, Marika', 'Mecocci, Patrizia', 'Giusti, Andrea']",2025,,goog
JOUR,"osteoporosis, osteoarthritis, and subchondral insufficiency fracture: recent insights",review,,"['Yokota, Shunichi', 'Ishizu, Hotaka', 'Miyazaki, Takuji', 'Takahashi, Daisuke', 'Iwasaki, Norimasa', 'Shimizu, Tomohiro']",2024,,goog
JOUR,part vii: internal medicine,review,10.1016/S0301-5629(00)80009-5,,2000,,Scie
JOUR,portable bone imaging devices for screening and diagnosing osteoporosis,review,,"['Khangura, Sara D', 'Mahood, Quenby']",2022,,goog
